split,regime,model,mae,rmse,r2,n_test
20,SynthOnly,Ridge,2.1332277799954458,2.970254547557478,-0.20215299701755773,11
20,SynthOnly,SVR,2.0632710327248827,2.8511698478972884,-0.10769088928895942,11
20,SynthOnly,GradientBoosting,1.8534498569278952,2.646818595302082,0.045401475395424495,11
20,SynthOnly,HistGradientBoosting,1.824805970129313,2.598586866525105,0.07987488958548605,11
21,RealOnly,RandomForest,2.5958555027906343,3.2203099904373715,-0.17466286691174004,13
21,RealOnly,Ridge,2.3240968912630633,2.908029870226947,0.04211006989521848,13
21,RealOnly,SVR,2.3782231170882877,3.2352586487975783,-0.185593733686797,13
21,RealOnly,GradientBoosting,2.7112102058429497,3.2386667183241054,-0.18809289342644675,13
21,RealOnly,HistGradientBoosting,2.314322969173217,2.8559468091028815,0.07611458591433418,13
21,RealPlusSynth,RandomForest,2.446127849994713,3.1116461387611927,-0.09672637137707607,13
21,RealPlusSynth,Ridge,2.559607064523574,3.3696754017708357,-0.2861570917879399,13
21,RealPlusSynth,SVR,2.4593365961026925,3.2251224299720764,-0.178176328635536,13
21,RealPlusSynth,GradientBoosting,2.3877424751248295,2.99253018368313,-0.014366646208461953,13
21,RealPlusSynth,HistGradientBoosting,2.027307638681836,2.569338580522331,0.25224287849200666,13
21,SynthOnly,RandomForest,2.468983688567636,3.2357553224659092,-0.18595778395471307,13
21,SynthOnly,Ridge,2.542561410449589,3.211750206575704,-0.16842651261072672,13
21,SynthOnly,SVR,2.533673117455337,3.3061430278053794,-0.23811548976657804,13
21,SynthOnly,GradientBoosting,2.462364246975855,3.1933678277304924,-0.15508986330973462,13
21,SynthOnly,HistGradientBoosting,2.4068356529416586,3.1213186402260997,-0.10355528089549026,13
22,RealOnly,RandomForest,2.2103482162755506,2.82118826657949,-0.23468139935100019,11
22,RealOnly,Ridge,2.242379978145686,2.5574910825680433,-0.014656457855413363,11
22,RealOnly,SVR,2.4225642487989827,3.288423314409303,-0.6775141990574747,11
22,RealOnly,GradientBoosting,2.702623662519478,3.110687197305977,-0.5010786609967701,11
22,RealOnly,HistGradientBoosting,2.227629628014294,2.910593283657393,-0.31417685231724946,11
22,RealPlusSynth,RandomForest,1.989728298083196,2.6546589423069418,-0.09322167448255825,11
22,RealPlusSynth,Ridge,2.180085781794867,2.8282964359896394,-0.24091095937132723,11
22,RealPlusSynth,SVR,2.0514761411218787,2.81606852811228,-0.2302042007153331,11
22,RealPlusSynth,GradientBoosting,1.8988365280778057,2.561663585988095,-0.017969948283415027,11
22,RealPlusSynth,HistGradientBoosting,1.8700513433684016,2.5949835526282903,-0.04462396954842607,11
22,SynthOnly,RandomForest,1.9869647016237963,2.7606440316463585,-0.18225616898105623,11
22,SynthOnly,Ridge,2.1792564726682695,2.824778108039949,-0.2378255570757335,11
22,SynthOnly,SVR,2.090831870509481,2.8164964069474596,-0.2305780682719254,11
22,SynthOnly,GradientBoosting,1.9793757407492243,2.7471442651454123,-0.17072178876420563,11
22,SynthOnly,HistGradientBoosting,1.9640465525844781,2.7271535963475393,-0.15374535295721703,11
23,RealOnly,RandomForest,2.659219217351993,3.323678482607838,-0.4316838441885027,13
23,RealOnly,Ridge,2.7390671003754266,3.0459962270197725,-0.20245223890963104,13
23,RealOnly,SVR,2.8666045505276267,3.7086622129679734,-0.7825580094114337,13
23,RealOnly,GradientBoosting,2.803577761461802,3.1613688273437783,-0.2952674338670742,13
23,RealOnly,HistGradientBoosting,2.383811316458754,2.7828428641059872,-0.003659689160773638,13
23,RealPlusSynth,RandomForest,2.414590785626235,3.078652688991961,-0.2283736979485631,13
23,RealPlusSynth,Ridge,2.5833686321391816,3.4171242044987853,-0.5133195499203804,13
23,RealPlusSynth,SVR,2.568004815804163,3.379726690137765,-0.4803768194056732,13
23,RealPlusSynth,GradientBoosting,2.177415635469899,2.974858337165799,-0.14694262218452603,13
23,RealPlusSynth,HistGradientBoosting,2.036577766782924,2.5673119003270584,0.14578659776702663,13
23,SynthOnly,RandomForest,2.6351011977196723,3.3497869714421085,-0.4542647971114391,13
23,SynthOnly,Ridge,2.5581510064281576,3.382196055384571,-0.4825408562446034,13
23,SynthOnly,SVR,2.6201170952978154,3.413207271271354,-0.5098522048738341,13
23,SynthOnly,GradientBoosting,2.5496484484731687,3.2632450457950557,-0.38009342843950145,13
23,SynthOnly,HistGradientBoosting,2.5220368103641166,3.2169697632065772,-0.34122941970715437,13
24,RealOnly,RandomForest,2.280563133099852,3.055516663901885,-0.2927021346221377,12
24,RealOnly,Ridge,2.8347626771282055,3.1827148196299184,-0.40257019396657157,12
24,RealOnly,SVR,2.9449336256734795,3.8146375039493265,-1.014817439674319,12
24,RealOnly,GradientBoosting,2.233570779988335,2.8740546639467057,-0.1437186446489891,12
24,RealOnly,HistGradientBoosting,2.460341438146284,3.183965513193576,-0.4036727308131425,12
24,RealPlusSynth,RandomForest,2.3245054590441563,2.9536829902455612,-0.20797213633528666,12
24,RealPlusSynth,Ridge,2.7201501966674293,3.468799149173935,-0.6660478128582821,12
24,RealPlusSynth,SVR,2.5196518347516155,3.316609488717306,-0.5230628693207233,12
24,RealPlusSynth,GradientBoosting,2.183544867703871,2.848675914436104,-0.12360907983685143,12
24,RealPlusSynth,HistGradientBoosting,2.238714970021196,2.824555393409222,-0.10466182359898624,12
24,SynthOnly,RandomForest,2.535143042675534,3.227659094919291,-0.442462293802107,12
24,SynthOnly,Ridge,2.6823046467075216,3.4142432092263717,-0.6140540034728545,12
24,SynthOnly,SVR,2.573639672368259,3.3702011707987336,-0.5726815905365905,12
24,SynthOnly,GradientBoosting,2.3062075572310676,2.9791876474080623,-0.22892355917260088,12
24,SynthOnly,HistGradientBoosting,2.375055380872131,3.0117681947256782,-0.25594967582846984,12
25,RealOnly,RandomForest,2.350033804041225,3.088118003011291,-0.3869149144990578,11
25,RealOnly,Ridge,1.9131529262648435,2.5881339776033316,0.025828202152636814,11
25,RealOnly,SVR,2.457826634648688,3.234451641225265,-0.521469913161541,11
25,RealOnly,GradientBoosting,2.3531765738454737,3.120442799517209,-0.4161018690770608,11
25,RealOnly,HistGradientBoosting,2.0936385613652067,2.6996631836609906,-0.059939829243949694,11
25,RealPlusSynth,RandomForest,2.3201917558682545,2.915944862223659,-0.23657556151797476,11
25,RealPlusSynth,Ridge,2.2617223562562896,2.9146521601903372,-0.23547940264803624,11
25,RealPlusSynth,SVR,2.1159617714503804,2.7088594695602626,-0.0671734071213741,11
25,RealPlusSynth,GradientBoosting,2.049753333138306,2.596126314614504,0.019802292291465795,11
25,RealPlusSynth,HistGradientBoosting,1.915620892751717,2.525208823483053,0.0726223174689945,11
25,SynthOnly,RandomForest,2.399087203526519,3.042859314490671,-0.34656025209338837,11
25,SynthOnly,Ridge,2.330933500535532,2.9577447944391904,-0.27228217133760557,11
25,SynthOnly,SVR,2.13639508135908,2.746340266673638,-0.0969093366619187,11
25,SynthOnly,GradientBoosting,2.2708490060684623,2.862990322568623,-0.19207012505013465,11
25,SynthOnly,HistGradientBoosting,2.1900504960293175,2.6978641459641097,-0.05852762615326634,11
26,RealOnly,RandomForest,4.305689655172413,5.367713023574218,-1.8185623531464468,116
26,RealOnly,Ridge,3.5968529114024004,4.577779564798417,-1.0500234140523577,116
26,RealOnly,SVR,3.423661231930383,4.242021638041632,-0.7603329897374527,116
26,RealOnly,GradientBoosting,4.250075683230981,5.434328247524107,-1.8889551779744238,116
26,RealOnly,HistGradientBoosting,4.038670844342133,4.9710673852397145,-1.4173991750340313,116
26,RealPlusSynth,RandomForest,2.466978835882865,2.9998530339164358,0.1196628559605537,116
26,RealPlusSynth,Ridge,2.9376246156075037,3.5799883853958123,-0.2537539213769291,116
26,RealPlusSynth,SVR,2.346748267267322,3.043005325510397,0.09415374354749573,116
26,RealPlusSynth,GradientBoosting,2.514963469869329,3.046875033942789,0.09184839777339593,116
26,RealPlusSynth,HistGradientBoosting,2.8361926967752176,3.377255245561469,-0.11577554585070815,116
26,SynthOnly,RandomForest,1.3342185781939613,1.953240177088557,0.6267839029569081,116
26,SynthOnly,Ridge,11.490663027128598,12.153098207489203,-13.448510697961822,116
26,SynthOnly,SVR,2.162289546484493,3.1645739599305562,0.02033054082131658,116
26,SynthOnly,GradientBoosting,1.3023427506642287,1.9102051372206326,0.6430486026139229,116
26,SynthOnly,HistGradientBoosting,1.2788643578116838,1.8802438474773395,0.6541582488372522,116
27,RealOnly,RandomForest,1.630661749506498,2.3230935537706885,0.013582473099573833,11
27,RealOnly,Ridge,1.4007027822190616,2.3031907503542763,0.030412079252844615,11
27,RealOnly,SVR,1.6851531252443572,2.6297953986478935,-0.26407052037568857,11
27,RealOnly,GradientBoosting,1.72118730116256,2.5343813745430235,-0.17400870566057525,11
27,RealOnly,HistGradientBoosting,1.6712660149472107,2.625297583587124,-0.259750265391232,11
27,RealPlusSynth,RandomForest,1.5273690837241611,2.1095082116171544,0.18662686966691122,11
27,RealPlusSynth,Ridge,1.518961240470673,2.208993426903899,0.10809986831924401,11
27,RealPlusSynth,SVR,1.4715543764727372,2.1543526211275386,0.15167755112499914,11
27,RealPlusSynth,GradientBoosting,1.5136521573475599,2.1638444924074114,0.14418582860128626,11
27,RealPlusSynth,HistGradientBoosting,1.4675041097348192,2.4040157362127728,-0.0563357867900236,11
27,SynthOnly,RandomForest,1.5270701432034173,2.149799391171203,0.1552596252327959,11
27,SynthOnly,Ridge,1.5147406874091303,2.136441596687136,0.1657246129566997,11
27,SynthOnly,SVR,1.4751165605685002,2.156849441305772,0.14971005890062894,11
27,SynthOnly,GradientBoosting,1.428967329217155,2.0530402178285203,0.22958931954896233,11
27,SynthOnly,HistGradientBoosting,1.511955526227215,2.1596025557404777,0.14753796518118234,11
28,RealOnly,RandomForest,1.9121979641929838,2.535771755382579,0.0394484619223191,11
28,RealOnly,Ridge,1.5057786396163861,1.9626227852399667,0.42459447919220594,11
28,RealOnly,SVR,1.917518379896228,2.6151797588904246,-0.021653068800656428,11
28,RealOnly,GradientBoosting,1.7920522269529522,2.628985007994155,-0.03246792943607546,11
28,RealOnly,HistGradientBoosting,1.6772533340273463,2.1377166739085482,0.3173459976213556,11
28,RealPlusSynth,RandomForest,1.6888025125405783,2.165490822091273,0.2994920857185852,11
28,RealPlusSynth,Ridge,1.8573374612155582,2.530501452627921,0.043437098997538004,11
28,RealPlusSynth,SVR,1.9170547734749557,2.492241711374911,0.0721438043235183,11
28,RealPlusSynth,GradientBoosting,1.2903052259315388,1.83684159548654,0.4959846510172171,11
28,RealPlusSynth,HistGradientBoosting,1.2452248504305878,1.7536825915826548,0.5405880018834237,11
28,SynthOnly,RandomForest,1.881274876127411,2.4859644539753996,0.07681193674329145,11
28,SynthOnly,Ridge,1.9002431560788864,2.56116425263332,0.020114763203726294,11
28,SynthOnly,SVR,1.9593146035926303,2.5819816510789124,0.004120816262357274,11
28,SynthOnly,GradientBoosting,1.7162703710625395,2.326219501044125,0.19164573183753653,11
28,SynthOnly,HistGradientBoosting,1.7498291883799935,2.3386914210739005,0.1829545862672053,11
29,RealOnly,RandomForest,2.3824424171826384,2.846767921119279,-0.1297172801870594,11
29,RealOnly,Ridge,1.9399571098975004,2.468347165794822,0.15066674488782617,11
29,RealOnly,SVR,2.832523767610211,3.680965924024909,-0.8888142006840312,11
29,RealOnly,GradientBoosting,2.022365170148162,2.4518953251288895,0.1619508376358786,11
29,RealOnly,HistGradientBoosting,1.9660215391380724,2.596731188782132,0.06001779161053289,11
29,RealPlusSynth,RandomForest,2.3316577788850252,2.9728683190320604,-0.23201782386963754,11
29,RealPlusSynth,Ridge,2.562176333659818,3.172502377691654,-0.40303840058935836,11
29,RealPlusSynth,SVR,2.365798453659358,3.1837984525705774,-0.4130475610339712,11
29,RealPlusSynth,GradientBoosting,2.271946192116365,3.0185908943961395,-0.2702060017459509,11
29,RealPlusSynth,HistGradientBoosting,1.878335605894147,2.400737530930422,0.19655711545787347,11
29,SynthOnly,RandomForest,2.447443814308492,3.200740890785478,-0.42812651180125805,11
29,SynthOnly,Ridge,2.560194943253294,3.189979959644661,-0.41853989550124515,11
29,SynthOnly,SVR,2.325126146263678,3.1654983753329407,-0.39685020238766566,11
29,SynthOnly,GradientBoosting,2.3023557350736277,3.054676343738114,-0.300756630603898,11
29,SynthOnly,HistGradientBoosting,2.3984610371746062,3.121270354738525,-0.358089589760042,11
